run_timestamp,model_type,scale_tag,split_mode,train_size,valid_size,train_time_range,valid_time_range,rent_best_iteration,return_best_iteration,rent_best_test,return_best_test,rent_final_metric,return_final_metric,rent_classifier_logloss,rent_regressor_poisson_pos,return_classifier_logloss,return_regressor_poisson_pos,cb_loss_function,cb_eval_metric,cb_learning_rate,cb_depth,cb_l2_leaf_reg,cb_od_wait,cb_iterations
auto_cb_20260420_073213_011,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,324,241,-5.47576583657717,-5.462671043281387,0.9914747853535097,1.091176553077295,0.3022968928181357,1.1713405736615137,0.3281375857288505,1.256293896415861,Poisson,Poisson,0.015,9,5.0,15,3000
auto_cb_20260420_073357_012,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,340,241,-5.475806384536048,-5.462687052767265,0.9903435468206826,1.0907262674220437,0.30171513058091626,1.1712611733932388,0.3279470715661111,1.2562623911873274,Poisson,Poisson,0.015,9,5.0,30,3000
auto_cb_20260420_073605_013,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,297,237,-5.475711252786373,-5.457546974930178,0.9907831824613332,1.0969568855548817,0.30187073646529355,1.1714523585469145,0.3284038278224249,1.2665415332601042,Poisson,Poisson,0.015,10,3.0,15,3000
auto_cb_20260420_073840_014,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,297,237,-5.475712292477626,-5.457415283997951,0.9905208075294035,1.097059525732257,0.3017612664389011,1.1714501339800458,0.32840382771760945,1.2668032169257601,Poisson,Poisson,0.015,10,3.0,30,3000
auto_cb_20260420_074127_015,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,296,237,-5.474851428119906,-5.457425096263489,0.9920088228031113,1.0966777581554523,0.30185845678785633,1.173170712009876,0.32823067477352236,1.2667841773434976,Poisson,Poisson,0.015,10,4.0,15,3000
auto_cb_20260420_074350_016,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,296,237,-5.475321368566391,-5.457408570342582,0.9910853075932943,1.0972723980802366,0.3015868741140696,1.1722299454067933,0.3284661504485802,1.2668194634620236,Poisson,Poisson,0.015,10,4.0,30,3000
auto_cb_20260420_074614_017,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,296,237,-5.475745562597731,-5.460603753862934,0.9910061935581119,1.0948121408257836,0.3018256599426836,1.1713847723258253,0.32855831881005015,1.2604305553969144,Poisson,Poisson,0.015,10,5.0,15,3000
auto_cb_20260420_074822_018,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,296,237,-5.475742443523971,-5.4594929021169705,0.9909479779904292,1.0943758564345303,0.3017972248003058,1.1713897501552581,0.32808220747436995,1.2626505922160922,Poisson,Poisson,0.015,10,5.0,30,3000
auto_cb_20260420_075045_019,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,233,170,-5.4718165693515655,-5.458794681958652,0.994760915792332,1.0968858955488174,0.30211826818680865,1.1792429040150862,0.3286045578741826,1.2640447754879873,Poisson,Poisson,0.02,8,3.0,15,3000
auto_cb_20260420_075139_020,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,233,170,-5.4718165693515655,-5.458799846308936,0.9937825209585581,1.0968799730014132,0.3015749959976266,1.1792411752190741,0.32860399658218814,1.2640337850413703,Poisson,Poisson,0.02,8,3.0,30,3000
auto_cb_20260420_075242_021,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,233,171,-5.469907176364907,-5.461179578919535,0.9950906848012305,1.0962152483169583,0.30127346395275845,1.1830623909969247,0.3290859565951615,1.259275027872914,Poisson,Poisson,0.02,8,4.0,15,3000
auto_cb_20260420_075341_022,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,233,171,-5.4698874222310945,-5.461180095354564,0.9951080385219697,1.0962144963389393,0.3012737319024858,1.183102400311415,0.3290857034697163,1.2592752893461427,Poisson,Poisson,0.02,8,4.0,30,3000
auto_cb_20260420_075442_023,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,220,171,-5.471794735835246,-5.459352431789261,0.9942296761686872,1.0974692945992062,0.3017758246331851,1.1792833326434242,0.3288313459930969,1.2629336212501407,Poisson,Poisson,0.02,8,5.0,15,3000
auto_cb_20260420_075538_024,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,220,171,-5.471796815217753,-5.45934984961412,0.9942285800030369,1.0968087692907484,0.3017757843349647,1.1792811828723708,0.32857254477779646,1.2629374172976071,Poisson,Poisson,0.02,8,5.0,30,3000
auto_cb_20260420_075636_025,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,233,179,-5.476352222444023,-5.465550684999422,0.9916620344582026,1.0902668085543816,0.30251256498641105,1.1701712139449556,0.3287533831987822,1.2505343938232762,Poisson,Poisson,0.02,9,3.0,15,3000
auto_cb_20260420_075740_026,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,233,179,-5.4763501430615165,-5.465539323428798,0.9906544063798316,1.0894084552927823,0.30196269001091597,1.170174311986262,0.328546410126288,1.250555455702319,Poisson,Poisson,0.02,9,3.0,30,3000
auto_cb_20260420_075852_027,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,218,181,-5.4742484071929995,-5.461891742823619,0.9924840591440487,1.092590308337117,0.3020439002913662,1.1743770915877403,0.3283916660257781,1.2578517988102638,Poisson,Poisson,0.02,9,4.0,15,3000
auto_cb_20260420_080002_028,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,218,181,-5.474252046112387,-5.461880897688023,0.9925070912096653,1.0925986605951903,0.3020507070252487,1.1743718010689226,0.32839154666191905,1.257871815550251,Poisson,Poisson,0.02,9,4.0,30,3000
auto_cb_20260420_080115_029,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,233,179,-5.47496683384902,-5.4664911131860325,0.9919507867251315,1.0877740804225853,0.30191292535909064,1.17294174031489,0.3283048375315677,1.2486540788793568,Poisson,Poisson,0.02,9,5.0,15,3000
auto_cb_20260420_080225_030,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,233,179,-5.47496527431214,-5.466485948835749,0.9919668752318826,1.0861362217608528,0.30192293832380235,1.1729432185666815,0.32765688162551865,1.2486634479845857,Poisson,Poisson,0.02,9,5.0,30,3000
auto_cb_20260420_080347_031,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,215,174,-5.474448027913631,-5.464793074812844,0.9933107342281482,1.091041189691716,0.3024898006867666,1.1739794450829089,0.32867483793222696,1.252050453158333,Poisson,Poisson,0.02,10,3.0,15,3000
auto_cb_20260420_080516_032,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,215,174,-5.475753880127757,-5.464791525507759,0.9892488225602502,1.090535576803562,0.30151675831438524,1.1713672329004545,0.3285388540899374,1.2520547827546504,Poisson,Poisson,0.02,10,3.0,30,3000
auto_cb_20260420_080720_033,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,222,174,-5.473968730245867,-5.464337579117847,0.9952146966489342,1.0908187815329242,0.3029074106867159,1.1749369456213201,0.3284998156781533,1.2529585922190227,Poisson,Poisson,0.02,10,4.0,15,3000
auto_cb_20260420_080850_034,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,222,174,-5.473957813487707,-5.464337062682818,0.9950430788136669,1.0908177977306548,0.30287605377617366,1.1749564677062017,0.32849981275654777,1.252958469312501,Poisson,Poisson,0.02,10,4.0,30,3000
auto_cb_20260420_081027_035,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,222,174,-5.4772141264929965,-5.4662277313215775,0.9896152966090489,1.0873641839599144,0.3021899354631574,1.1684462850917885,0.3280187047164762,1.2491798759915556,Poisson,Poisson,0.02,10,5.0,15,3000
auto_cb_20260420_081207_036,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,222,174,-5.47808070915261,-5.466226698451521,0.9872765075356227,1.0873646576818339,0.301576062790904,1.1667120623134624,0.3280186650863213,1.249181251930295,Poisson,Poisson,0.02,10,5.0,30,3000
auto_cb_20260420_081412_037,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,158,118,-5.473982246232159,-5.4588220530151546,0.9933464640824081,1.0967947142851173,0.30222132363374143,1.1749080855129288,0.32842833642998054,1.263991119366948,Poisson,Poisson,0.03,8,3.0,15,3000
auto_cb_20260420_081454_038,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,158,118,-5.473982246232159,-5.458819470840012,0.9922656431373433,1.09660930207842,0.30158969818263776,1.1749092907881278,0.32837737635963404,1.2639944703163095,Poisson,Poisson,0.03,8,3.0,30,3000
auto_cb_20260420_081543_039,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,152,118,-5.472646242971687,-5.45687044504305,0.9963042319202442,1.0995405991259035,0.30305639620695096,1.1775810435330887,0.328921976995822,1.2678930173966185,Poisson,Poisson,0.03,8,4.0,15,3000
auto_cb_20260420_081620_040,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,160,118,-5.472655600192967,-5.4568776751334465,0.9948831625014778,1.0989564129055573,0.30238127726269753,1.1775620380412564,0.3287794316188637,1.267879632265934,Poisson,Poisson,0.03,8,4.0,30,3000
auto_cb_20260420_081702_041,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,154,118,-5.472698747379978,-5.46552021533275,0.9968760562440112,1.0915267728763554,0.30312988539100744,1.177475741760634,0.3290032624348406,1.2505979341080584,Poisson,Poisson,0.03,8,5.0,15,3000
auto_cb_20260420_081741_042,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,154,118,-5.472694068769338,-5.465550168564393,0.994261367996537,1.0923062152523422,0.30184479299606515,1.1774862707589215,0.3292027549231383,1.250535684712267,Poisson,Poisson,0.03,8,5.0,30,3000
auto_cb_20260420_081826_043,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,154,120,-5.47743038227368,-5.462589446546909,0.9893647477602018,1.0914393680562693,0.3018619227677641,1.1680118359435643,0.32856831665438163,1.2564570999997755,Poisson,Poisson,0.03,9,3.0,15,3000
auto_cb_20260420_081921_044,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,154,120,-5.4773700801809895,-5.462587897241824,0.9887826652036713,1.089871769681385,0.30162452895584285,1.1681360612920937,0.32802278110398575,1.2564587334614303,Poisson,Poisson,0.03,9,3.0,30,3000
auto_cb_20260420_082028_045,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,132,120,-5.472838585853545,-5.466277309084298,0.9937844413838047,1.0885773192905446,0.30215110747372137,1.1771955497568645,0.3283819955862116,1.2490810228461324,Poisson,Poisson,0.03,9,4.0,15,3000
auto_cb_20260420_082121_046,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,132,120,-5.472851062148584,-5.466275243344185,0.9914196547187971,1.0869741996804367,0.30133469587323314,1.1771705259155443,0.32797792035387263,1.2490861355128835,Poisson,Poisson,0.03,9,4.0,30,3000
auto_cb_20260420_082229_047,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,154,117,-5.4770872841600955,-5.460602204557849,0.9914209038002287,1.0944232596681098,0.30241446439793074,1.168699822982965,0.32875129955274995,1.2604296982012557,Poisson,Poisson,0.03,9,5.0,15,3000
auto_cb_20260420_082321_048,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,154,117,-5.4770872841600955,-5.460591875857282,0.9897927429358958,1.0928339766679096,0.3017750921734697,1.1686996018788984,0.3281924689029256,1.2604503680533719,Poisson,Poisson,0.03,9,5.0,30,3000
auto_cb_20260420_082430_049,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,162,106,-5.4751103112419734,-5.458147588868139,0.9936552701417699,1.0944479549484294,0.3027402976845727,1.1726565372523305,0.32847390344492644,1.2653420739572485,Poisson,Poisson,0.03,10,3.0,15,3000
auto_cb_20260420_082538_050,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,162,106,-5.475108231859467,-5.458145523128026,0.992942741895103,1.0931235953776244,0.3023303237942385,1.172659637091624,0.328202935885141,1.2653424096807142,Poisson,Poisson,0.03,10,3.0,30,3000
auto_cb_20260420_082702_051,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,152,129,-5.477861854143794,-5.468211874700468,0.9919811570239618,1.0856306332467642,0.30297604664985733,1.167152048017804,0.32825931759754223,1.245212373240245,Poisson,Poisson,0.03,10,4.0,15,3000
auto_cb_20260420_082810_052,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,151,129,-5.474820757227934,-5.468215489745666,0.9937245844563896,1.0850336352981238,0.30236912192933363,1.1732316498398763,0.3281381420457042,1.2452044955744346,Poisson,Poisson,0.03,10,4.0,30,3000
auto_cb_20260420_082937_053,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,155,117,-5.47527198323186,-5.464463072829734,0.992582253030025,1.0920538602495964,0.30212431518102284,1.1723280071997446,0.32888032849613236,1.2527091031177868,Poisson,Poisson,0.03,10,5.0,15,3000
auto_cb_20260420_083045_054,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,151,117,-5.477583216887913,-5.464465655004875,0.9897777435967733,1.0906892716104493,0.3018968478818233,1.167708405132127,0.32848295074013073,1.2527042888249902,Poisson,Poisson,0.03,10,5.0,30,3000
auto_cb_20260420_083208_055,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,83,65,-5.471004050637123,-5.459591024772355,0.9929129311785344,1.0937833879930918,0.3012342931789398,1.1808664189831197,0.3279087997147687,1.2624540888695641,Poisson,Poisson,0.05,8,3.0,15,3000
auto_cb_20260420_083244_056,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,83,65,-5.471004050637123,-5.459037922857001,0.9922305812118366,1.0943303642881599,0.30103262182055424,1.1808664859911129,0.327909020416423,1.2635599123503098,Poisson,Poisson,0.05,8,3.0,30,3000
auto_cb_20260420_083323_057,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,94,65,-5.469467386964767,-5.457863549602552,0.9990162568645111,1.0985493254908962,0.3030179244619637,1.1839389050583133,0.3287910183990047,1.2659088789701927,Poisson,Poisson,0.05,8,4.0,15,3000
auto_cb_20260420_083353_058,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,94,65,-5.469466347273514,-5.457864582472609,0.9951608431672044,1.0971188436322963,0.30145740676546573,1.1839430470198054,0.3284279952164422,1.2659066163971777,Poisson,Poisson,0.05,8,4.0,30,3000
auto_cb_20260420_083432_059,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,102,65,-5.473865280966164,-5.456893168184297,0.9937065579060881,1.09869992307682,0.3023990127392572,1.175142459867371,0.32864269920971756,1.2678489632218954,Poisson,Poisson,0.05,8,5.0,15,3000
auto_cb_20260420_083503_060,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,102,65,-5.473875677878697,-5.456889553139098,0.9930297955611657,1.0971122467547045,0.302079127391359,1.1751228273527434,0.32845254153739684,1.2678547090384824,Poisson,Poisson,0.05,8,5.0,30,3000
auto_cb_20260420_083539_061,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,84,65,-5.473876717569951,-5.452727603245691,0.9923975714750111,1.1023024726510375,0.3020167573980338,1.1751205216873086,0.32863866733356967,1.2761788384941277,Poisson,Poisson,0.05,9,3.0,15,3000
auto_cb_20260420_083618_062,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,84,65,-5.473942737964534,-5.454460759200806,0.9909905697244963,1.1004118649702097,0.3014991226530584,1.1749928152030635,0.3285763086550899,1.272715892733474,Poisson,Poisson,0.05,9,3.0,30,3000
auto_cb_20260420_083704_063,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,84,65,-5.470351644375686,-5.456071520054205,0.9974720039741818,1.0984279964278474,0.3022452990235076,1.1821719499992853,0.3286392452459588,1.2694915405287217,Poisson,Poisson,0.05,9,4.0,15,3000
auto_cb_20260420_083740_064,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,84,65,-5.470351644375686,-5.456071003619177,0.9974727574191958,1.0965509238865272,0.30224531732475346,1.1821733025109296,0.32814733776978533,1.2694930222233354,Poisson,Poisson,0.05,9,4.0,30,3000
auto_cb_20260420_083823_065,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,80,65,-5.475449770436171,-5.458049982647783,0.9917168121695704,1.09650451525386,0.30232217491705426,1.1719742771425206,0.32853590532088994,1.2655346824845526,Poisson,Poisson,0.05,9,5.0,15,3000
auto_cb_20260420_083901_066,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,80,65,-5.475465885650597,-5.458049982647783,0.9889412988458968,1.0959714558233202,0.3012105493484526,1.1719419831271316,0.32840584786794413,1.265533975950977,Poisson,Poisson,0.05,9,5.0,30,3000
auto_cb_20260420_083950_067,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,89,66,-5.477970501879762,-5.455386727206624,0.9886058848902748,1.0982584849058141,0.30184887855511333,1.1669327458688887,0.32863592835942723,1.2708651135440723,Poisson,Poisson,0.05,10,3.0,15,3000
auto_cb_20260420_084041_068,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,89,66,-5.477968942342882,-5.455389825816794,0.9886078297671684,1.0967033915346507,0.301848776756859,1.1669365773046176,0.3281419788018477,1.27085707840184,Poisson,Poisson,0.05,10,3.0,30,3000
auto_cb_20260420_084139_069,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,76,69,-5.474288435306251,-5.459021913371123,0.9915891172760242,1.095310975944317,0.30185118181624493,1.1742972788545236,0.3287206372914539,1.263595370519323,Poisson,Poisson,0.05,10,4.0,15,3000
auto_cb_20260420_084231_070,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,89,69,-5.4788448822237745,-5.459017265455867,0.9852928527216841,1.0953141871009122,0.3012421925950927,1.1651854662906402,0.3287206372914539,1.263602191530407,Poisson,Poisson,0.05,10,4.0,30,3000
auto_cb_20260420_084336_071,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,78,69,-5.473391701600293,-5.467031304225678,0.9935931859250404,1.088514606635799,0.30215822446684754,1.1760910946668168,0.3285741167462785,1.2475732139764149,Poisson,Poisson,0.05,10,5.0,15,3000
auto_cb_20260420_084426_072,CB_Hurdle,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,89,69,-5.476206145822936,-5.467340132372627,0.9902372121785513,1.088446846316111,0.30196534991382523,1.1704619665725213,0.3285741170845833,1.2469556179675636,Poisson,Poisson,0.05,10,5.0,30,3000
auto_cb_20260423_123105_001,CB,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,426,361,-2.1325576202190595,-2.1139964692057633,1.0704633604572036,1.168854319857731,,,,,Poisson,Poisson,0.015,8,3.0,15,3000
auto_cb_20260423_123301_002,CB,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,450,361,-2.1301440413957713,-2.1117343539506823,1.0752880974448102,1.1733790484755375,,,,,Poisson,Poisson,0.015,8,3.0,30,3000
auto_cb_20260423_123341_003,CB,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,426,361,-2.132566314502431,-2.1118844447373046,1.0704449936499836,1.1730786032553209,,,,,Poisson,Poisson,0.015,8,4.0,15,3000
auto_cb_20260423_123411_004,CB,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,434,361,-2.1306155918702046,-2.1118835295495813,1.0743463146497376,1.173080032718498,,,,,Poisson,Poisson,0.015,8,4.0,30,3000
auto_cb_20260423_123442_005,CB,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,428,321,-2.1312827637204945,-2.1079349521173785,1.0730115338014168,1.180978670792048,,,,,Poisson,Poisson,0.015,8,5.0,15,3000
auto_cb_20260423_123511_006,CB,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,427,361,-2.129906778978504,-2.111013643618579,1.07576416170965,1.1748199613105434,,,,,Poisson,Poisson,0.015,8,5.0,30,3000
auto_cb_20260423_123541_007,CB,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,325,338,-2.12880100341182,-2.1148180789843614,1.0779758954932626,1.1672110339686805,,,,,Poisson,Poisson,0.015,9,3.0,15,3000
auto_cb_20260423_123617_008,CB,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,386,425,-2.132166835061208,-2.118637843744509,1.0712441044498842,1.1595717574789657,,,,,Poisson,Poisson,0.015,9,3.0,30,3000
auto_cb_20260423_123700_009,CB,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,353,319,-2.1301749289814325,-2.1177432477449774,1.075228989445855,1.1613588028803734,,,,,Poisson,Poisson,0.015,9,4.0,15,3000
auto_cb_20260423_123736_010,CB,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,388,425,-2.1332259360540036,-2.125146430035729,1.0691268583113858,1.1465543996580092,,,,,Poisson,Poisson,0.015,9,4.0,30,3000
auto_cb_20260423_123820_011,CB,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,353,274,-2.1297193942921573,-2.1105322548761203,1.0761379987249922,1.1757827187504168,,,,,Poisson,Poisson,0.015,9,5.0,15,3000
auto_cb_20260423_123854_012,CB,all,time,546336,136584,2025-09-10 00:00:00 -> 2025-10-14 19:00:00,2025-10-14 19:00:00 -> 2025-10-23 11:00:00,449,424,-2.1337475930562877,-2.122213253382534,1.0680813124058255,1.152420991565164,,,,,Poisson,Poisson,0.015,9,5.0,30,3000
